Year,County,Region,Type,Count,CBC
2012,Runnels,2-Abilene,Foster/Adoptive,2,DFPS
2012,Rusk,4-Tyler,Adoptive,3,DFPS
2012,Rusk,4-Tyler,Foster/Adoptive,6,DFPS
2012,San Augustine,5-Beaumont,Foster/Adoptive,3,DFPS
2012,San Jacinto,5-Beaumont,Adoptive,1,DFPS
2012,San Jacinto,5-Beaumont,Foster,1,DFPS
2012,San Jacinto,5-Beaumont,Foster/Adoptive,1,DFPS
2012,San Patricio,11-Edinburg,Adoptive,1,DFPS
2012,Schleicher,9-Midland,Foster/Adoptive,1,DFPS
2012,Scurry,2-Abilene,Foster,1,DFPS
2012,Scurry,2-Abilene,Foster/Adoptive,2,DFPS
2012,Shelby,5-Beaumont,Adoptive,1,DFPS
2012,Shelby,5-Beaumont,Foster,1,DFPS
2012,Shelby,5-Beaumont,Foster/Adoptive,2,DFPS
2012,Sherman,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Smith,4-Tyler,Adoptive,4,DFPS
2012,Smith,4-Tyler,Foster,4,DFPS
2012,Smith,4-Tyler,Foster/Adoptive,10,DFPS
2012,Starr,11-Edinburg,Foster/Adoptive,1,DFPS
2012,Stephens,2-Abilene,Foster/Adoptive,1,DFPS
2012,Sutton,9-Midland,Foster,1,DFPS
2012,Sutton,9-Midland,Foster/Adoptive,5,DFPS
2012,Swisher,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Tarrant,3-Arlington,Adoptive,31,DFPS
2012,Tarrant,3-Arlington,Foster,10,DFPS
2012,Tarrant,3-Arlington,Foster/Adoptive,55,DFPS
2012,Taylor,2-Abilene,Adoptive,2,DFPS
2012,Taylor,2-Abilene,Foster/Adoptive,9,DFPS
2012,Terry,1-Lubbock,Adoptive,2,DFPS
2012,Terry,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Titus,4-Tyler,Foster/Adoptive,1,DFPS
2012,Tom Green,9-Midland,Adoptive,4,DFPS
2012,Tom Green,9-Midland,Foster/Adoptive,18,DFPS
2012,Travis,7-Austin,Adoptive,18,DFPS
2012,Travis,7-Austin,Foster,1,DFPS
2012,Travis,7-Austin,Foster/Adoptive,23,DFPS
2012,Trinity,5-Beaumont,Adoptive,1,DFPS
2012,Trinity,5-Beaumont,Foster,1,DFPS
2012,Tyler,5-Beaumont,Foster,1,DFPS
2012,Tyler,5-Beaumont,Foster/Adoptive,4,DFPS
2012,Upshur,4-Tyler,Adoptive,3,DFPS
2012,Uvalde,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Val Verde,8-San Antonio,Adoptive,2,DFPS
2012,Van Zandt,4-Tyler,Adoptive,5,DFPS
2012,Van Zandt,4-Tyler,Foster/Adoptive,7,DFPS
2012,Victoria,8-San Antonio,Foster,2,DFPS
2012,Victoria,8-San Antonio,Foster/Adoptive,9,DFPS
2012,Walker,6-Houston,Adoptive,1,DFPS
2012,Walker,6-Houston,Foster/Adoptive,5,DFPS
2012,Waller,6-Houston,Adoptive,1,DFPS
2012,Waller,6-Houston,Foster,1,DFPS
2012,Washington,7-Austin,Adoptive,1,DFPS
2012,Washington,7-Austin,Foster,2,DFPS
2012,Washington,7-Austin,Foster/Adoptive,5,DFPS
2012,Webb,11-Edinburg,Adoptive,2,DFPS
2012,Webb,11-Edinburg,Foster,2,DFPS
2012,Webb,11-Edinburg,Foster/Adoptive,7,DFPS
2012,Wharton,6-Houston,Adoptive,3,DFPS
2012,Wharton,6-Houston,Foster,1,DFPS
2012,Wharton,6-Houston,Foster/Adoptive,5,DFPS
2012,Wheeler,1-Lubbock,Adoptive,1,DFPS
2012,Wheeler,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Wichita,2-Abilene,Adoptive,2,DFPS
2012,Wichita,2-Abilene,Foster/Adoptive,11,DFPS
2012,Wilbarger,2-Abilene,Adoptive,1,DFPS
2012,Williamson,7-Austin,Adoptive,12,DFPS
2012,Williamson,7-Austin,Foster,2,DFPS
2012,Williamson,7-Austin,Foster/Adoptive,19,DFPS
2012,Wilson,8-San Antonio,Adoptive,2,DFPS
2012,Wilson,8-San Antonio,Foster/Adoptive,2,DFPS
2012,Wise,3-Arlington,Adoptive,3,DFPS
2012,Wise,3-Arlington,Foster/Adoptive,2,DFPS
2012,Wood,4-Tyler,Foster/Adoptive,4,DFPS
2012,Yoakum,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Young,2-Abilene,Foster/Adoptive,5,DFPS
2012,Zapata,11-Edinburg,Foster,1,DFPS
2012,Zavala,8-San Antonio,Adoptive,1,DFPS
2011,Anderson,4-Tyler,Adoptive,1,DFPS
2011,Anderson,4-Tyler,Foster/Adoptive,2,DFPS
2011,Andrews,9-Midland,Adoptive,1,DFPS
2011,Andrews,9-Midland,Foster/Adoptive,1,DFPS
2011,Angelina,5-Beaumont,Adoptive,1,DFPS
2011,Angelina,5-Beaumont,Foster,1,DFPS
2011,Angelina,5-Beaumont,Foster/Adoptive,12,DFPS
2011,Aransas,11-Edinburg,Adoptive,2,DFPS
2011,Aransas,11-Edinburg,Foster,1,DFPS
2011,Aransas,11-Edinburg,Foster/Adoptive,3,DFPS
2011,Armstrong,1-Lubbock,Adoptive,1,DFPS
2011,Atascosa,8-San Antonio,Adoptive,3,DFPS
2011,Atascosa,8-San Antonio,Foster/Adoptive,1,DFPS
2011,Austin,6-Houston,Adoptive,2,DFPS
2011,Austin,6-Houston,Foster/Adoptive,1,DFPS
2011,Bailey,1-Lubbock,Foster/Adoptive,2,DFPS
2011,Bandera,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Bastrop,7-Austin,Adoptive,7,DFPS
2011,Bastrop,7-Austin,Foster,1,DFPS
2011,Bastrop,7-Austin,Foster/Adoptive,4,DFPS
2011,Bee,11-Edinburg,Foster/Adoptive,2,DFPS
2011,Bell,7-Austin,Adoptive,17,DFPS
2011,Bell,7-Austin,Foster,7,DFPS
2011,Bell,7-Austin,Foster/Adoptive,36,DFPS
2011,Bexar,8-San Antonio,Adoptive,61,DFPS
2011,Bexar,8-San Antonio,Foster,8,DFPS
2011,Bexar,8-San Antonio,Foster/Adoptive,75,DFPS
2011,Blanco,7-Austin,Adoptive,1,DFPS
2011,Blanco,7-Austin,Foster/Adoptive,1,DFPS
2011,Bosque,7-Austin,Adoptive,1,DFPS
2011,Bosque,7-Austin,Foster/Adoptive,2,DFPS
2011,Bowie,4-Tyler,Adoptive,4,DFPS
2011,Bowie,4-Tyler,Foster/Adoptive,10,DFPS
2011,Brazoria,6-Houston,Adoptive,11,DFPS
2011,Brazoria,6-Houston,Foster,4,DFPS
2011,Brazoria,6-Houston,Foster/Adoptive,22,DFPS
2011,Brazos,7-Austin,Adoptive,8,DFPS
2011,Brazos,7-Austin,Foster,1,DFPS
2011,Brazos,7-Austin,Foster/Adoptive,8,DFPS
2011,Brewster,10-El Paso,Adoptive,2,DFPS
2011,Brooks,11-Edinburg,Foster/Adoptive,1,DFPS
2011,Brown,2-Abilene,Adoptive,1,DFPS
2011,Brown,2-Abilene,Foster/Adoptive,7,DFPS
2011,Burleson,7-Austin,Adoptive,3,DFPS
2011,Burleson,7-Austin,Foster/Adoptive,2,DFPS
2011,Burnet,7-Austin,Foster/Adoptive,1,DFPS
2011,Caldwell,7-Austin,Adoptive,3,DFPS
2011,Caldwell,7-Austin,Foster/Adoptive,4,DFPS
2011,Calhoun,8-San Antonio,Foster,1,DFPS
2011,Calhoun,8-San Antonio,Foster/Adoptive,3,DFPS
2011,Callahan,2-Abilene,Adoptive,1,DFPS
2011,Callahan,2-Abilene,Foster/Adoptive,2,DFPS
2011,Cameron,11-Edinburg,Adoptive,6,DFPS
2011,Cameron,11-Edinburg,Foster,7,DFPS
2011,Cameron,11-Edinburg,Foster/Adoptive,12,DFPS
2011,Camp,4-Tyler,Adoptive,2,DFPS
2011,Camp,4-Tyler,Foster/Adoptive,1,DFPS
2011,Carson,1-Lubbock,Foster/Adoptive,2,DFPS
2011,Cass,4-Tyler,Adoptive,3,DFPS
2011,Cass,4-Tyler,Foster/Adoptive,5,DFPS
2011,Castro,1-Lubbock,Foster/Adoptive,5,DFPS
2011,Chambers,6-Houston,Adoptive,3,DFPS
2011,Chambers,6-Houston,Foster/Adoptive,2,DFPS
2011,Cherokee,4-Tyler,Adoptive,2,DFPS
2011,Cherokee,4-Tyler,Foster,2,DFPS
2011,Cherokee,4-Tyler,Foster/Adoptive,4,DFPS
2011,Childress,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Clay,2-Abilene,Foster/Adoptive,5,DFPS
2011,Coke,9-Midland,Foster/Adoptive,1,DFPS
2011,Coleman,2-Abilene,Foster/Adoptive,1,DFPS
2011,Collin,3-Arlington,Adoptive,4,DFPS
2011,Collin,3-Arlington,Foster,2,DFPS
2011,Collin,3-Arlington,Foster/Adoptive,26,DFPS
2011,Colorado,6-Houston,Foster/Adoptive,1,DFPS
2011,Comal,8-San Antonio,Adoptive,3,DFPS
2011,Comal,8-San Antonio,Foster/Adoptive,8,DFPS
2011,Comanche,2-Abilene,Adoptive,1,DFPS
2011,Comanche,2-Abilene,Foster,2,DFPS
2011,Comanche,2-Abilene,Foster/Adoptive,1,DFPS
2011,Concho,9-Midland,Adoptive,1,DFPS
2011,Cooke,3-Arlington,Adoptive,1,DFPS
2011,Cooke,3-Arlington,Foster/Adoptive,1,DFPS
2011,Coryell,7-Austin,Adoptive,4,DFPS
2011,Coryell,7-Austin,Foster,1,DFPS
2011,Coryell,7-Austin,Foster/Adoptive,4,DFPS
2011,Crosby,1-Lubbock,Adoptive,3,DFPS
2011,Dallam,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Dallas,3-Arlington,Adoptive,27,DFPS
2011,Dallas,3-Arlington,Foster,32,DFPS
2011,Dallas,3-Arlington,Foster/Adoptive,133,DFPS
2011,Dawson,9-Midland,Adoptive,1,DFPS
2011,Dawson,9-Midland,Foster/Adoptive,2,DFPS
2011,Deaf Smith,1-Lubbock,Adoptive,1,DFPS
2011,Deaf Smith,1-Lubbock,Foster/Adoptive,3,DFPS
2011,Denton,3-Arlington,Adoptive,8,DFPS
2011,Denton,3-Arlington,Foster,3,DFPS
2011,Denton,3-Arlington,Foster/Adoptive,31,DFPS
2011,Dimmit,8-San Antonio,Adoptive,1,DFPS
2011,Donley,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Eastland,2-Abilene,Adoptive,1,DFPS
2011,Eastland,2-Abilene,Foster,1,DFPS
2011,Eastland,2-Abilene,Foster/Adoptive,1,DFPS
2011,Ector,9-Midland,Adoptive,6,DFPS
2011,Ector,9-Midland,Foster/Adoptive,12,DFPS
2011,El Paso,10-El Paso,Adoptive,15,DFPS
2011,El Paso,10-El Paso,Foster,5,DFPS
2011,El Paso,10-El Paso,Foster/Adoptive,38,DFPS
2011,Ellis,3-Arlington,Adoptive,2,DFPS
2011,Ellis,3-Arlington,Foster,1,DFPS
2011,Ellis,3-Arlington,Foster/Adoptive,14,DFPS
2011,Erath,3-Arlington,Adoptive,1,DFPS
2011,Erath,3-Arlington,Foster/Adoptive,1,DFPS
2011,Falls,7-Austin,Adoptive,1,DFPS
2011,Falls,7-Austin,Foster/Adoptive,1,DFPS
2011,Fannin,3-Arlington,Foster,1,DFPS
2011,Fannin,3-Arlington,Foster/Adoptive,4,DFPS
2011,Fayette,7-Austin,Adoptive,1,DFPS
2011,Fayette,7-Austin,Foster/Adoptive,2,DFPS
2011,Fisher,2-Abilene,Foster/Adoptive,1,DFPS
2011,Floyd,1-Lubbock,Adoptive,1,DFPS
2011,Fort Bend,6-Houston,Adoptive,29,DFPS
2011,Fort Bend,6-Houston,Foster,7,DFPS
2011,Fort Bend,6-Houston,Foster/Adoptive,30,DFPS
2011,Franklin,4-Tyler,Foster/Adoptive,1,DFPS
2011,Freestone,7-Austin,Foster/Adoptive,1,DFPS
2011,Frio,8-San Antonio,Adoptive,1,DFPS
2011,Gaines,9-Midland,Foster/Adoptive,1,DFPS
2011,Galveston,6-Houston,Adoptive,8,DFPS
2011,Galveston,6-Houston,Foster,2,DFPS
2011,Galveston,6-Houston,Foster/Adoptive,23,DFPS
2011,Garza,1-Lubbock,Adoptive,1,DFPS
2011,Garza,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Gillespie,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Goliad,8-San Antonio,Foster,1,DFPS
2011,Gray,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Grayson,3-Arlington,Adoptive,3,DFPS
2011,Grayson,3-Arlington,Foster,2,DFPS
2011,Grayson,3-Arlington,Foster/Adoptive,12,DFPS
2011,Gregg,4-Tyler,Adoptive,13,DFPS
2011,Gregg,4-Tyler,Foster/Adoptive,3,DFPS
2011,Grimes,7-Austin,Adoptive,2,DFPS
2011,Grimes,7-Austin,Foster,2,DFPS
2011,Grimes,7-Austin,Foster/Adoptive,4,DFPS
2011,Guadalupe,8-San Antonio,Adoptive,7,DFPS
2011,Guadalupe,8-San Antonio,Foster/Adoptive,4,DFPS
2011,Hale,1-Lubbock,Foster/Adoptive,5,DFPS
2011,Hamilton,7-Austin,Adoptive,2,DFPS
2011,Hamilton,7-Austin,Foster/Adoptive,1,DFPS
2011,Hardeman,2-Abilene,Foster/Adoptive,2,DFPS
2011,Hardin,5-Beaumont,Adoptive,5,DFPS
2011,Hardin,5-Beaumont,Foster/Adoptive,7,DFPS
2011,Harris,6-Houston,Adoptive,157,DFPS
2011,Harris,6-Houston,Foster,25,DFPS
2011,Harris,6-Houston,Foster/Adoptive,183,DFPS
2011,Harrison,4-Tyler,Adoptive,1,DFPS
2011,Harrison,4-Tyler,Foster,1,DFPS
2011,Harrison,4-Tyler,Foster/Adoptive,9,DFPS
2011,Haskell,2-Abilene,Foster/Adoptive,1,DFPS
2011,Hays,7-Austin,Adoptive,7,DFPS
2011,Hays,7-Austin,Foster,1,DFPS
2011,Hays,7-Austin,Foster/Adoptive,5,DFPS
2011,Hemphill,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Henderson,4-Tyler,Adoptive,5,DFPS
2011,Henderson,4-Tyler,Foster,1,DFPS
2011,Henderson,4-Tyler,Foster/Adoptive,10,DFPS
2011,Hidalgo,11-Edinburg,Adoptive,6,DFPS
2011,Hidalgo,11-Edinburg,Foster,2,DFPS
2011,Hidalgo,11-Edinburg,Foster/Adoptive,18,DFPS
2011,Hill,7-Austin,Adoptive,1,DFPS
2011,Hill,7-Austin,Foster/Adoptive,1,DFPS
2011,Hockley,1-Lubbock,Adoptive,2,DFPS
2011,Hockley,1-Lubbock,Foster/Adoptive,4,DFPS
2011,Hood,3-Arlington,Adoptive,3,DFPS
2011,Hopkins,4-Tyler,Adoptive,1,DFPS
2011,Hopkins,4-Tyler,Foster/Adoptive,3,DFPS
2011,Houston,5-Beaumont,Foster/Adoptive,4,DFPS
2011,Howard,9-Midland,Adoptive,2,DFPS
2011,Howard,9-Midland,Foster/Adoptive,4,DFPS
2011,Hunt,3-Arlington,Adoptive,3,DFPS
2011,Hunt,3-Arlington,Foster/Adoptive,15,DFPS
2011,Hutchinson,1-Lubbock,Foster,1,DFPS
2011,Hutchinson,1-Lubbock,Foster/Adoptive,4,DFPS
2011,Jack,2-Abilene,Adoptive,1,DFPS
2011,Jack,2-Abilene,Foster/Adoptive,3,DFPS
2011,Jackson,8-San Antonio,Foster/Adoptive,5,DFPS
2011,Jasper,5-Beaumont,Adoptive,3,DFPS
2011,Jasper,5-Beaumont,Foster,1,DFPS
2011,Jasper,5-Beaumont,Foster/Adoptive,7,DFPS
2011,Jefferson,5-Beaumont,Adoptive,17,DFPS
2011,Jefferson,5-Beaumont,Foster,9,DFPS
2011,Jefferson,5-Beaumont,Foster/Adoptive,37,DFPS
2011,Jim Wells,11-Edinburg,Adoptive,1,DFPS
2011,Johnson,3-Arlington,Adoptive,8,DFPS
2011,Johnson,3-Arlington,Foster/Adoptive,8,DFPS
2011,Jones,2-Abilene,Foster/Adoptive,1,DFPS
2011,Kaufman,3-Arlington,Adoptive,3,DFPS
2011,Kaufman,3-Arlington,Foster/Adoptive,11,DFPS
2011,Kendall,8-San Antonio,Adoptive,2,DFPS
2011,Kendall,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Kerr,8-San Antonio,Adoptive,1,DFPS
2011,Kerr,8-San Antonio,Foster/Adoptive,3,DFPS
2011,Kimble,9-Midland,Foster/Adoptive,1,DFPS
2011,Kinney,8-San Antonio,Adoptive,1,DFPS
2011,Kinney,8-San Antonio,Foster/Adoptive,1,DFPS
2011,Kleberg,11-Edinburg,Foster/Adoptive,4,DFPS
2011,La Salle,8-San Antonio,Adoptive,1,DFPS
2011,Lamar,4-Tyler,Adoptive,1,DFPS
2011,Lamar,4-Tyler,Foster,1,DFPS
2011,Lamar,4-Tyler,Foster/Adoptive,2,DFPS
2011,Lamb,1-Lubbock,Foster,1,DFPS
2011,Lavaca,8-San Antonio,Adoptive,1,DFPS
2011,Lavaca,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Lee,7-Austin,Adoptive,3,DFPS
2011,Lee,7-Austin,Foster/Adoptive,1,DFPS
2011,Leon,7-Austin,Adoptive,3,DFPS
2011,Liberty,6-Houston,Foster,2,DFPS
2011,Liberty,6-Houston,Foster/Adoptive,4,DFPS
2011,Limestone,7-Austin,Adoptive,2,DFPS
2011,Limestone,7-Austin,Foster/Adoptive,1,DFPS
2011,Llano,7-Austin,Adoptive,4,DFPS
2011,Lubbock,1-Lubbock,Adoptive,6,DFPS
2011,Lubbock,1-Lubbock,Foster,4,DFPS
2011,Lubbock,1-Lubbock,Foster/Adoptive,50,DFPS
2011,Lynn,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Madison,7-Austin,Adoptive,1,DFPS
2011,Madison,7-Austin,Foster/Adoptive,3,DFPS
2011,Marion,4-Tyler,Foster/Adoptive,1,DFPS
2011,Mason,9-Midland,Foster/Adoptive,1,DFPS
2011,Matagorda,6-Houston,Foster,2,DFPS
2011,Matagorda,6-Houston,Foster/Adoptive,4,DFPS
2011,Maverick,8-San Antonio,Foster/Adoptive,1,DFPS
2011,McCulloch,9-Midland,Foster/Adoptive,2,DFPS
2011,McLennan,7-Austin,Adoptive,14,DFPS
2011,McLennan,7-Austin,Foster,2,DFPS
2011,McLennan,7-Austin,Foster/Adoptive,20,DFPS
2011,Medina,8-San Antonio,Adoptive,1,DFPS
2011,Medina,8-San Antonio,Foster/Adoptive,3,DFPS
2011,Midland,9-Midland,Adoptive,5,DFPS
2011,Midland,9-Midland,Foster/Adoptive,18,DFPS
2011,Milam,7-Austin,Foster,1,DFPS
2011,Milam,7-Austin,Foster/Adoptive,3,DFPS
2011,Mills,7-Austin,Adoptive,1,DFPS
2011,Mills,7-Austin,Foster/Adoptive,1,DFPS
2011,Mitchell,2-Abilene,Foster/Adoptive,3,DFPS
2011,Montague,2-Abilene,Foster/Adoptive,6,DFPS
2011,Montgomery,6-Houston,Adoptive,11,DFPS
2011,Montgomery,6-Houston,Foster,3,DFPS
2011,Montgomery,6-Houston,Foster/Adoptive,22,DFPS
2011,Morris,4-Tyler,Adoptive,1,DFPS
2011,Morris,4-Tyler,Foster/Adoptive,1,DFPS
2011,Nacogdoches,5-Beaumont,Adoptive,3,DFPS
2011,Nacogdoches,5-Beaumont,Foster,1,DFPS
2011,Nacogdoches,5-Beaumont,Foster/Adoptive,8,DFPS
2011,Navarro,3-Arlington,Adoptive,1,DFPS
2011,Navarro,3-Arlington,Foster/Adoptive,2,DFPS
2011,Newton,5-Beaumont,Foster/Adoptive,1,DFPS
2011,Nolan,2-Abilene,Foster/Adoptive,4,DFPS
2011,Nueces,11-Edinburg,Adoptive,7,DFPS
2011,Nueces,11-Edinburg,Foster,2,DFPS
2011,Nueces,11-Edinburg,Foster/Adoptive,19,DFPS
2011,Ochiltree,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Oldham,1-Lubbock,Foster/Adoptive,2,DFPS
2011,Orange,5-Beaumont,Adoptive,2,DFPS
2011,Orange,5-Beaumont,Foster,3,DFPS
2011,Orange,5-Beaumont,Foster/Adoptive,23,DFPS
2011,Out of State,Out of State,Adoptive,12,DFPS
2011,Out of State,Out of State,Foster,19,DFPS
2011,Out of State,Out of State,Foster/Adoptive,32,DFPS
2011,Palo Pinto,3-Arlington,Foster/Adoptive,2,DFPS
2011,Panola,4-Tyler,Adoptive,1,DFPS
2011,Panola,4-Tyler,Foster/Adoptive,3,DFPS
2011,Parker,3-Arlington,Adoptive,1,DFPS
2011,Parker,3-Arlington,Foster/Adoptive,3,DFPS
2011,Parmer,1-Lubbock,Foster,1,DFPS
2011,Pecos,9-Midland,Foster/Adoptive,2,DFPS
2011,Polk,5-Beaumont,Adoptive,2,DFPS
2011,Polk,5-Beaumont,Foster/Adoptive,8,DFPS
2011,Potter,1-Lubbock,Foster,1,DFPS
2011,Potter,1-Lubbock,Foster/Adoptive,22,DFPS
2011,Rains,4-Tyler,Foster/Adoptive,2,DFPS
2011,Randall,1-Lubbock,Adoptive,2,DFPS
2011,Randall,1-Lubbock,Foster,2,DFPS
2011,Randall,1-Lubbock,Foster/Adoptive,28,DFPS
2011,Red River,4-Tyler,Foster/Adoptive,1,DFPS
2011,Reeves,9-Midland,Adoptive,1,DFPS
2011,Refugio,11-Edinburg,Adoptive,1,DFPS
2011,Refugio,11-Edinburg,Foster/Adoptive,1,DFPS
2011,Robertson,7-Austin,Adoptive,2,DFPS
2011,Rockwall,3-Arlington,Adoptive,1,DFPS
2011,Rockwall,3-Arlington,Foster/Adoptive,8,DFPS
2011,Runnels,2-Abilene,Foster/Adoptive,2,DFPS
2011,Rusk,4-Tyler,Adoptive,3,DFPS
2011,Rusk,4-Tyler,Foster/Adoptive,6,DFPS
2011,San Augustine,5-Beaumont,Foster/Adoptive,2,DFPS
2011,San Jacinto,5-Beaumont,Adoptive,4,DFPS
2011,San Jacinto,5-Beaumont,Foster,2,DFPS
2011,San Jacinto,5-Beaumont,Foster/Adoptive,1,DFPS
2011,San Patricio,11-Edinburg,Adoptive,1,DFPS
2011,Schleicher,9-Midland,Foster/Adoptive,1,DFPS
2011,Scurry,2-Abilene,Foster,1,DFPS
2011,Scurry,2-Abilene,Foster/Adoptive,2,DFPS
2011,Shelby,5-Beaumont,Adoptive,2,DFPS
2011,Shelby,5-Beaumont,Foster/Adoptive,2,DFPS
2011,Sherman,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Smith,4-Tyler,Adoptive,10,DFPS
2011,Smith,4-Tyler,Foster,3,DFPS
2011,Smith,4-Tyler,Foster/Adoptive,14,DFPS
2011,Somervell,3-Arlington,Foster/Adoptive,1,DFPS
2011,Starr,11-Edinburg,Foster/Adoptive,2,DFPS
2011,Stephens,2-Abilene,Foster/Adoptive,1,DFPS
2011,Sutton,9-Midland,Foster,1,DFPS
2011,Sutton,9-Midland,Foster/Adoptive,5,DFPS
2011,Swisher,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Tarrant,3-Arlington,Adoptive,34,DFPS
2011,Tarrant,3-Arlington,Foster,6,DFPS
2011,Tarrant,3-Arlington,Foster/Adoptive,79,DFPS
2011,Taylor,2-Abilene,Adoptive,2,DFPS
2011,Taylor,2-Abilene,Foster,1,DFPS
2011,Taylor,2-Abilene,Foster/Adoptive,27,DFPS
2011,Terry,1-Lubbock,Foster/Adoptive,2,DFPS
2011,Titus,4-Tyler,Adoptive,1,DFPS
2011,Titus,4-Tyler,Foster/Adoptive,2,DFPS
2011,Tom Green,9-Midland,Adoptive,4,DFPS
2011,Tom Green,9-Midland,Foster/Adoptive,24,DFPS
2011,Travis,7-Austin,Adoptive,32,DFPS
2011,Travis,7-Austin,Foster,3,DFPS
2011,Travis,7-Austin,Foster/Adoptive,46,DFPS
2011,Trinity,5-Beaumont,Adoptive,1,DFPS
2011,Trinity,5-Beaumont,Foster,1,DFPS
2011,Trinity,5-Beaumont,Foster/Adoptive,1,DFPS
2011,Tyler,5-Beaumont,Adoptive,1,DFPS
2011,Tyler,5-Beaumont,Foster/Adoptive,3,DFPS
2011,Upshur,4-Tyler,Adoptive,2,DFPS
2011,Upshur,4-Tyler,Foster/Adoptive,2,DFPS
2011,Uvalde,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Val Verde,8-San Antonio,Adoptive,3,DFPS
2011,Val Verde,8-San Antonio,Foster/Adoptive,2,DFPS
2011,Van Zandt,4-Tyler,Adoptive,3,DFPS
2011,Van Zandt,4-Tyler,Foster/Adoptive,9,DFPS
2011,Victoria,8-San Antonio,Adoptive,1,DFPS
2011,Victoria,8-San Antonio,Foster,5,DFPS
2011,Victoria,8-San Antonio,Foster/Adoptive,13,DFPS
2011,Walker,6-Houston,Foster/Adoptive,5,DFPS
2011,Waller,6-Houston,Adoptive,3,DFPS
2011,Waller,6-Houston,Foster/Adoptive,1,DFPS
2011,Ward,9-Midland,Foster/Adoptive,1,DFPS
2011,Washington,7-Austin,Foster,2,DFPS
2011,Washington,7-Austin,Foster/Adoptive,4,DFPS
2011,Webb,11-Edinburg,Adoptive,2,DFPS
2011,Webb,11-Edinburg,Foster,2,DFPS
2011,Webb,11-Edinburg,Foster/Adoptive,5,DFPS
2011,Wharton,6-Houston,Foster/Adoptive,3,DFPS
2011,Wichita,2-Abilene,Adoptive,6,DFPS
2011,Wichita,2-Abilene,Foster/Adoptive,14,DFPS
2011,Willacy,11-Edinburg,Foster/Adoptive,1,DFPS
2011,Williamson,7-Austin,Adoptive,18,DFPS
2011,Williamson,7-Austin,Foster,1,DFPS
2011,Williamson,7-Austin,Foster/Adoptive,25,DFPS
2011,Wilson,8-San Antonio,Adoptive,1,DFPS
2011,Wilson,8-San Antonio,Foster/Adoptive,3,DFPS
2011,Winkler,9-Midland,Foster/Adoptive,1,DFPS
2011,Wise,3-Arlington,Adoptive,2,DFPS
2011,Wise,3-Arlington,Foster,1,DFPS
2011,Wise,3-Arlington,Foster/Adoptive,3,DFPS
2011,Wood,4-Tyler,Adoptive,1,DFPS
2011,Wood,4-Tyler,Foster,2,DFPS
2011,Wood,4-Tyler,Foster/Adoptive,9,DFPS
2011,Yoakum,1-Lubbock,Adoptive,1,DFPS
2011,Yoakum,1-Lubbock,Foster/Adoptive,1,DFPS
2011,Young,2-Abilene,Foster/Adoptive,6,DFPS
2011,Zapata,11-Edinburg,Foster,1,DFPS
2011,Zavala,8-San Antonio,Adoptive,3,DFPS
