Fiscal Year,County,Region,Program,Families Served
2013,Terry,1-Lubbock,TFTS (2011-2018),17
2013,Tom Green,9-Midland,CBCAP,126
2013,Tom Green,9-Midland,TFTS (2011-2018),200
2013,Washington,7-Austin,TFTS (2011-2018),4
2012,Atascosa,8-San Antonio,CBCAP,28
2012,Bandera,8-San Antonio,CBCAP,4
2012,Bexar,8-San Antonio,CBCAP,111
2012,Bexar,8-San Antonio,CBFS (2011-2018),164
2012,Bexar,8-San Antonio,TFTS (2011-2018),500
2012,Blanco,7-Austin,TFTS (2011-2018),5
2012,Brazos,7-Austin,TFTS (2011-2018),279
2012,Brown,2-Abilene,TFTS (2011-2018),179
2012,Burleson,7-Austin,TFTS (2011-2018),4
2012,Callahan,2-Abilene,TFTS (2011-2018),1
2012,Coleman,2-Abilene,TFTS (2011-2018),5
2012,Comanche,2-Abilene,CBCAP,3
2012,Comanche,2-Abilene,TFTS (2011-2018),10
2012,Concho,9-Midland,CBCAP,2
2012,Concho,9-Midland,TFTS (2011-2018),1
2012,Crockett,9-Midland,CBCAP,3
2012,Crosby,1-Lubbock,TFTS (2011-2018),11
2012,Eastland,2-Abilene,CBCAP,26
2012,Eastland,2-Abilene,TFTS (2011-2018),6
2012,El Paso,10-El Paso,CBCAP,178
2012,Frio,8-San Antonio,CBCAP,12
2012,Grimes,7-Austin,TFTS (2011-2018),5
2012,Guadalupe,8-San Antonio,CBFS (2011-2018),42
2012,Hale,1-Lubbock,TFTS (2011-2018),33
2012,Hockley,1-Lubbock,TFTS (2011-2018),11
2012,Karnes,8-San Antonio,CBCAP,56
2012,Leon,7-Austin,TFTS (2011-2018),1
2012,Lubbock,1-Lubbock,TFTS (2011-2018),254
2012,Lynn,1-Lubbock,TFTS (2011-2018),3
2012,Madison,7-Austin,TFTS (2011-2018),15
2012,McCulloch,9-Midland,TFTS (2011-2018),17
2012,Mills,7-Austin,TFTS (2011-2018),11
2012,Montague,2-Abilene,CBCAP,2
2012,Real,8-San Antonio,CBCAP,18
2012,Robertson,7-Austin,TFTS (2011-2018),19
2012,Runnels,2-Abilene,CBCAP,10
2012,Runnels,2-Abilene,TFTS (2011-2018),4
2012,San Saba,7-Austin,TFTS (2011-2018),9
2012,Tarrant,3-Arlington,TFTS (2011-2018),208
2012,Terry,1-Lubbock,TFTS (2011-2018),19
2012,Tom Green,9-Midland,CBCAP,99
2012,Tom Green,9-Midland,TFTS (2011-2018),248
2012,Washington,7-Austin,TFTS (2011-2018),12
2012,Wichita,2-Abilene,CBCAP,22
2012,Young,2-Abilene,CBCAP,3
